Time,TimeStep,Iteration,Total_Iterations,Max_Velocity_Error,Max_Pressure_Error,CNN_Used,CNN_Active
  4.3876101E-01,    314,      1,    642,  1.3580244E-04,  2.0044055E-10,0,1
  4.3951439E-01,    315,      1,    645,  1.2154267E-04,  1.9037595E-10,0,1
  4.4026778E-01,    316,      1,    647,  1.1970330E-04,  2.1009328E-10,0,1
  4.4102117E-01,    317,      1,    649,  1.1956540E-04,  2.2555469E-10,0,1
  4.4177456E-01,    318,      1,    651,  1.2042984E-04,  2.1373125E-10,0,1
  4.4252795E-01,    319,      1,    653,  1.2172386E-04,  1.9660429E-10,0,1
  4.4328134E-01,    320,      1,    655,  1.2302745E-04,  2.1003643E-10,0,1
  4.4403473E-01,    321,      1,    657,  1.2413819E-04,  2.0622792E-10,0,1
  4.4478812E-01,    322,      1,    659,  1.2502588E-04,  2.2100721E-10,0,1
  4.4554151E-01,    323,      1,    661,  1.2574883E-04,  2.0486368E-10,0,1
  4.4629490E-01,    324,      1,    663,  1.2638367E-04,  2.2150504E-10,0,1
  4.4704828E-01,    325,      1,    665,  1.2698710E-04,  2.1405049E-10,0,1
  4.4780167E-01,    326,      1,    667,  1.2758586E-04,  2.1827873E-10,0,1
  4.4855506E-01,    327,      1,    669,  1.2818263E-04,  2.0785229E-10,0,1
  4.4930845E-01,    328,      1,    671,  1.2876701E-04,  2.2561153E-10,0,1
  4.5006184E-01,    329,      1,    673,  1.2932517E-04,  1.9629187E-10,0,1
  4.5081523E-01,    330,      1,    675,  1.2984584E-04,  2.3562352E-10,0,1
  4.5156862E-01,    331,      1,    677,  1.3032315E-04,  1.9790036E-10,0,1
  4.5232201E-01,    332,      1,    679,  1.3075705E-04,  2.1945978E-10,0,1
  4.5307540E-01,    333,      1,    681,  1.3115256E-04,  1.9178970E-10,0,1
  4.5382879E-01,    334,      1,    683,  1.3151850E-04,  2.2208724E-10,0,1
  4.5458217E-01,    335,      1,    685,  1.3186601E-04,  2.3101165E-10,0,1
  4.5533556E-01,    336,      1,    687,  1.3220716E-04,  2.4247607E-10,0,1
  4.5608895E-01,    337,      1,    689,  1.3255347E-04,  2.2184388E-10,0,1
  4.5684234E-01,    338,      1,    691,  1.3291468E-04,  2.0471846E-10,0,1
  4.5759573E-01,    339,      1,    693,  1.3329756E-04,  1.9847168E-10,0,1
  4.5834912E-01,    340,      1,    695,  1.3370509E-04,  2.3361002E-10,0,1
  4.5910251E-01,    341,      1,    697,  1.3413597E-04,  2.0302338E-10,0,1
  4.5985590E-01,    342,      1,    699,  1.3458467E-04,  2.2063296E-10,0,1
  4.6060929E-01,    343,      1,    701,  1.3504203E-04,  2.0422419E-10,0,1
  4.6136268E-01,    344,      1,    703,  1.3549642E-04,  2.1555024E-10,0,1
  4.6211606E-01,    345,      1,    705,  1.3593528E-04,  2.5897862E-10,0,1
  4.6286945E-01,    346,      1,    707,  1.3634692E-04,  2.3017188E-10,0,1
  4.6362284E-01,    347,      1,    709,  1.3672213E-04,  2.0474011E-10,0,1
  4.6437623E-01,    348,      1,    711,  1.3705555E-04,  2.2701663E-10,0,1
  4.6512962E-01,    349,      1,    713,  1.3734637E-04,  2.0126123E-10,0,1
  4.6588301E-01,    350,      1,    715,  1.3759829E-04,  2.2863844E-10,0,1
  4.6663640E-01,    351,      1,    717,  1.3781886E-04,  2.3317170E-10,0,1
  4.6738979E-01,    352,      1,    719,  1.3801815E-04,  2.2719249E-10,0,1
  4.6814318E-01,    353,      1,    721,  1.3820720E-04,  2.1319524E-10,0,1
  4.6889657E-01,    354,      1,    723,  1.3839638E-04,  2.1364022E-10,0,1
  4.6964996E-01,    355,      1,    725,  1.3859407E-04,  2.3172797E-10,0,1
  4.7040334E-01,    356,      1,    727,  1.3880574E-04,  2.1321966E-10,0,1
  4.7115673E-01,    357,      1,    729,  1.3903364E-04,  2.5016078E-10,0,1
  4.7191012E-01,    358,      1,    731,  1.3927700E-04,  2.8080649E-10,0,1
  4.7266351E-01,    359,      1,    733,  1.3953269E-04,  1.8836488E-10,0,1
  4.7341690E-01,    360,      1,    735,  1.3979612E-04,  2.1327651E-10,0,1
  4.7417029E-01,    361,      1,    737,  1.4006218E-04,  2.2501467E-10,0,1
  4.7492368E-01,    362,      1,    739,  1.4032619E-04,  2.4472835E-10,0,1
  4.7567707E-01,    363,      1,    741,  1.4058448E-04,  2.4017943E-10,0,1
  4.7643046E-01,    364,      1,    743,  1.4083487E-04,  2.0827429E-10,0,1
  4.7718385E-01,    365,      1,    745,  1.4107679E-04,  2.0674773E-10,0,1
  4.7793723E-01,    366,      1,    747,  1.4131117E-04,  1.9849722E-10,0,1
  4.7869062E-01,    367,      1,    749,  1.4154021E-04,  2.2977797E-10,0,1
  4.7944401E-01,    368,      1,    751,  1.4176703E-04,  2.0283730E-10,0,1
  4.8019740E-01,    369,      1,    753,  1.4199532E-04,  2.0944357E-10,0,1
  4.8095079E-01,    370,      1,    755,  1.4222893E-04,  2.3214852E-10,0,1
  4.8170418E-01,    371,      1,    757,  1.4247158E-04,  2.4867619E-10,0,1
  4.8245757E-01,    372,      1,    759,  1.4272659E-04,  2.7466740E-10,0,1
  4.8321096E-01,    373,      1,    761,  1.4299668E-04,  2.1191227E-10,0,1
  4.8396435E-01,    374,      1,    763,  1.4328385E-04,  2.3608404E-10,0,1
  4.8471774E-01,    375,      1,    765,  1.4358934E-04,  2.2808644E-10,0,1
  4.8547112E-01,    376,      1,    767,  1.4391365E-04,  2.3311986E-10,0,1
  4.8622451E-01,    377,      1,    769,  1.4425662E-04,  2.0406787E-10,0,1
  4.8697790E-01,    378,      1,    771,  1.4461754E-04,  2.3976554E-10,0,1
  4.8773129E-01,    379,      1,    773,  1.4499538E-04,  2.2737368E-10,0,1
  4.8848468E-01,    380,      1,    775,  1.4538894E-04,  2.1735547E-10,0,1
  4.8923807E-01,    381,      1,    777,  1.4579707E-04,  2.0918378E-10,0,1
  4.8999146E-01,    382,      1,    779,  1.4621881E-04,  1.9696245E-10,0,1
  4.9074485E-01,    383,      1,    781,  1.4665356E-04,  2.0698776E-10,0,1
  4.9149824E-01,    384,      1,    783,  1.4710111E-04,  2.1832283E-10,0,1
  4.9225163E-01,    385,      1,    785,  1.4756168E-04,  2.0372681E-10,0,1
  4.9300501E-01,    386,      1,    787,  1.4803588E-04,  2.2515678E-10,0,1
  4.9375840E-01,    387,      1,    789,  1.4852461E-04,  2.1967850E-10,0,1
  4.9451179E-01,    388,      1,    791,  1.4902891E-04,  2.1827873E-10,0,1
  4.9526518E-01,    389,      1,    793,  1.4954986E-04,  2.0281732E-10,0,1
  4.9601857E-01,    390,      1,    795,  1.5008842E-04,  2.0253310E-10,0,1
  4.9677196E-01,    391,      1,    797,  1.5064528E-04,  2.0554580E-10,0,1
  4.9752535E-01,    392,      1,    799,  1.5122084E-04,  2.1635249E-10,0,1
  4.9827874E-01,    393,      1,    801,  1.5181512E-04,  2.0422197E-10,0,1
  4.9903213E-01,    394,      1,    803,  1.5242775E-04,  1.9797719E-10,0,1
  4.9978552E-01,    395,      1,    805,  1.5305805E-04,  1.9743229E-10,0,1
  5.0053890E-01,    396,      1,    807,  1.5370507E-04,  2.2335617E-10,0,1
  5.0129229E-01,    397,      1,    809,  1.5436769E-04,  1.9468804E-10,0,1
  5.0204568E-01,    398,      1,    811,  1.5504474E-04,  2.0463631E-10,0,1
  5.0279907E-01,    399,      1,    813,  1.5573503E-04,  2.1745794E-10,0,1
  5.0347653E-01,    400,      1,    816,  1.3752801E-04,  2.2735591E-10,0,1
  5.0415399E-01,    401,      1,    818,  1.3553950E-04,  2.0705260E-10,0,1
  5.0483145E-01,    402,      1,    820,  1.3640519E-04,  2.1500313E-10,0,1
  5.0550891E-01,    403,      1,    822,  1.3810485E-04,  2.2587504E-10,0,1
  5.0618637E-01,    404,      1,    824,  1.3957637E-04,  2.1202595E-10,0,1
  5.0686384E-01,    405,      1,    826,  1.4053265E-04,  2.3026714E-10,0,1
  5.0754130E-01,    406,      1,    828,  1.4112218E-04,  2.2685143E-10,0,1
  5.0821876E-01,    407,      1,    830,  1.4159545E-04,  2.2966962E-10,0,1
  5.0889622E-01,    408,      1,    832,  1.4212643E-04,  2.1742608E-10,0,1
  5.0957368E-01,    409,      1,    834,  1.4277584E-04,  2.1464075E-10,0,1
  5.1025114E-01,    410,      1,    836,  1.4352528E-04,  2.2934898E-10,0,1
  5.1092860E-01,    411,      1,    838,  1.4432398E-04,  2.0918378E-10,0,1
  5.1160606E-01,    412,      1,    840,  1.4512081E-04,  2.0978019E-10,0,1
  5.1228352E-01,    413,      1,    842,  1.4587840E-04,  1.9645086E-10,0,1
  5.1296098E-01,    414,      1,    844,  1.4657569E-04,  2.1556701E-10,0,1
  5.1363844E-01,    415,      1,    846,  1.4720554E-04,  2.2669200E-10,0,1
  5.1431590E-01,    416,      1,    848,  1.4777141E-04,  2.6626878E-10,0,1
  5.1499336E-01,    417,      1,    850,  1.4828447E-04,  2.2464519E-10,0,1
  5.1567082E-01,    418,      1,    852,  1.4876100E-04,  2.2498359E-10,0,1
  5.1634829E-01,    419,      1,    854,  1.4922015E-04,  1.9917934E-10,0,1
  5.1702575E-01,    420,      1,    856,  1.4968166E-04,  2.0265345E-10,0,1
  5.1770321E-01,    421,      1,    858,  1.5016378E-04,  2.5249847E-10,0,1
  5.1838067E-01,    422,      1,    860,  1.5068158E-04,  2.0827429E-10,0,1
  5.1905813E-01,    423,      1,    862,  1.5124559E-04,  1.9973756E-10,0,1
  5.1973559E-01,    424,      1,    864,  1.5186101E-04,  2.1689228E-10,0,1
  5.2041305E-01,    425,      1,    866,  1.5252751E-04,  2.1827873E-10,0,1
  5.2109051E-01,    426,      1,    868,  1.5323954E-04,  2.1434698E-10,0,1
  5.2176797E-01,    427,      1,    870,  1.5398715E-04,  2.0462920E-10,0,1
  5.2244543E-01,    428,      1,    872,  1.5475732E-04,  2.1328628E-10,0,1
  5.2312289E-01,    429,      1,    874,  1.5553549E-04,  2.2956215E-10,0,1
  5.2380035E-01,    430,      1,    876,  1.5630731E-04,  1.9497293E-10,0,1
  5.2447781E-01,    431,      1,    878,  1.5706034E-04,  2.2353497E-10,0,1
  5.2515527E-01,    432,      1,    880,  1.5778545E-04,  2.2979840E-10,0,1
  5.2583273E-01,    433,      1,    882,  1.5847778E-04,  2.0997959E-10,0,1
  5.2651020E-01,    434,      1,    884,  1.5913719E-04,  2.1587265E-10,0,1
  5.2718766E-01,    435,      1,    886,  1.5976794E-04,  2.4738256E-10,0,1
  5.2786512E-01,    436,      1,    888,  1.6037790E-04,  2.0304469E-10,0,1
  5.2854258E-01,    437,      1,    890,  1.6097724E-04,  1.9171686E-10,0,1
  5.2922004E-01,    438,      1,    892,  1.6157689E-04,  2.1937963E-10,0,1
  5.2989750E-01,    439,      1,    894,  1.6218699E-04,  2.0625635E-10,0,1
  5.3057496E-01,    440,      1,    896,  1.6281563E-04,  2.1029933E-10,0,1
  5.3125242E-01,    441,      1,    898,  1.6346794E-04,  2.1793056E-10,0,1
  5.3192988E-01,    442,      1,    900,  1.6414574E-04,  2.1964297E-10,0,1
  5.3260734E-01,    443,      1,    902,  1.6484767E-04,  2.0949598E-10,0,1
  5.3328480E-01,    444,      1,    904,  1.6556975E-04,  2.3258906E-10,0,1
  5.3396226E-01,    445,      1,    906,  1.6630622E-04,  1.9135449E-10,0,1
  5.3463972E-01,    446,      1,    908,  1.6705055E-04,  2.0877167E-10,0,1
  5.3531718E-01,    447,      1,    910,  1.6779630E-04,  2.7458569E-10,0,1
  5.3599464E-01,    448,      1,    912,  1.6853793E-04,  2.2407676E-10,0,1
  5.3667211E-01,    449,      1,    914,  1.6927135E-04,  2.0183544E-10,0,1
  5.3734957E-01,    450,      1,    916,  1.6999414E-04,  2.2831204E-10,0,1
  5.3802703E-01,    451,      1,    918,  1.7070563E-04,  2.3372029E-10,0,1
  5.3870449E-01,    452,      1,    920,  1.7140671E-04,  2.0907409E-10,0,1
  5.3938195E-01,    453,      1,    922,  1.7209951E-04,  1.9394975E-10,0,1
  5.4005941E-01,    454,      1,    924,  1.7278703E-04,  2.0343704E-10,0,1
  5.4073687E-01,    455,      1,    926,  1.7347267E-04,  2.0465141E-10,0,1
  5.4141433E-01,    456,      1,    928,  1.7415984E-04,  2.2350832E-10,0,1
  5.4209179E-01,    457,      1,    930,  1.7485158E-04,  1.9062174E-10,0,1
  5.4276925E-01,    458,      1,    932,  1.7555031E-04,  2.1691449E-10,0,1
  5.4344671E-01,    459,      1,    934,  1.7625762E-04,  2.0029882E-10,0,1
  5.4412417E-01,    460,      1,    936,  1.7697416E-04,  2.3562929E-10,0,1
  5.4480163E-01,    461,      1,    938,  1.7769971E-04,  2.2191671E-10,0,1
  5.4547909E-01,    462,      1,    940,  1.7843323E-04,  2.4101610E-10,0,1
  5.4615655E-01,    463,      1,    942,  1.7917310E-04,  2.2528401E-10,0,1
  5.4683402E-01,    464,      1,    944,  1.7991731E-04,  2.0915270E-10,0,1
  5.4751148E-01,    465,      1,    946,  1.8066373E-04,  2.1917113E-10,0,1
  5.4818894E-01,    466,      1,    948,  1.8141037E-04,  2.2578206E-10,0,1
  5.4886640E-01,    467,      1,    950,  1.8215557E-04,  2.4930813E-10,0,1
  5.4954386E-01,    468,      1,    952,  1.8289818E-04,  2.1997071E-10,0,1
  5.5022132E-01,    469,      1,    954,  1.8363763E-04,  2.1645974E-10,0,1
  5.5089878E-01,    470,      1,    956,  1.8437394E-04,  2.1848479E-10,0,1
  5.5157624E-01,    471,      1,    958,  1.8510770E-04,  2.3464963E-10,0,1
  5.5225370E-01,    472,      1,    960,  1.8583988E-04,  2.4424196E-10,0,1
  5.5293116E-01,    473,      1,    962,  1.8657175E-04,  2.2044766E-10,0,1
  5.5360862E-01,    474,      1,    964,  1.8730466E-04,  2.0057644E-10,0,1
  5.5428608E-01,    475,      1,    966,  1.8803991E-04,  2.1881275E-10,0,1
  5.5496354E-01,    476,      1,    968,  1.8877857E-04,  2.1742430E-10,0,1
  5.5564100E-01,    477,      1,    970,  1.8952139E-04,  2.1464075E-10,0,1
  5.5631846E-01,    478,      1,    972,  1.9026878E-04,  2.2930635E-10,0,1
  5.5699593E-01,    479,      1,    974,  1.9102072E-04,  2.5018920E-10,0,1
  5.5767339E-01,    480,      1,    976,  1.9177691E-04,  2.3157343E-10,0,1
  5.5835085E-01,    481,      1,    978,  1.9253674E-04,  2.1645974E-10,0,1
  5.5902831E-01,    482,      1,    980,  1.9329946E-04,  2.0676794E-10,0,1
  5.5970577E-01,    483,      1,    982,  1.9406426E-04,  2.0568136E-10,0,1
  5.6038323E-01,    484,      1,    984,  1.9483036E-04,  2.0382629E-10,0,1
  5.6106069E-01,    485,      1,    986,  1.9559712E-04,  2.3377877E-10,0,1
  5.6173815E-01,    486,      1,    988,  1.9636412E-04,  2.1861268E-10,0,1
  5.6241561E-01,    487,      1,    990,  1.9713112E-04,  2.1879032E-10,0,1
  5.6309307E-01,    488,      1,    992,  1.9789814E-04,  2.3901237E-10,0,1
  5.6377053E-01,    489,      1,    994,  1.9866541E-04,  2.1940672E-10,0,1
  5.6444799E-01,    490,      1,    996,  1.9943330E-04,  2.0817970E-10,0,1
  5.6512545E-01,    491,      1,    998,  2.0020230E-04,  2.2787372E-10,0,1
  5.6580291E-01,    492,      1,   1000,  2.0097292E-04,  2.1680080E-10,0,1
  5.6648037E-01,    493,      1,   1002,  2.0174566E-04,  2.3736391E-10,0,1
  5.6715784E-01,    494,      1,   1004,  2.0252093E-04,  2.2009772E-10,0,1
  5.6783530E-01,    495,      1,   1006,  2.0329902E-04,  2.2798829E-10,0,1
  5.6851276E-01,    496,      1,   1008,  2.0408010E-04,  2.2760105E-10,0,1
  5.6919022E-01,    497,      1,   1010,  2.0486419E-04,  2.0881474E-10,0,1
  5.6986768E-01,    498,      1,   1012,  2.0565117E-04,  2.2328095E-10,0,1
  5.7054514E-01,    499,      1,   1014,  2.0644084E-04,  2.2461677E-10,0,1
  5.7122260E-01,    500,      1,   1016,  2.0723291E-04,  2.3828761E-10,0,1
  5.7190006E-01,    501,      1,   1018,  2.0802710E-04,  2.0817303E-10,0,1
  5.7257752E-01,    502,      1,   1020,  2.0882311E-04,  2.5053476E-10,0,1
  5.7325498E-01,    503,      1,   1022,  2.0962069E-04,  2.1645974E-10,0,1
  5.7393244E-01,    504,      1,   1024,  2.1041966E-04,  2.2853586E-10,0,1
  5.7460990E-01,    505,      1,   1026,  2.1121993E-04,  2.4374458E-10,0,1
  5.7528736E-01,    506,      1,   1028,  2.1202149E-04,  2.0268898E-10,0,1
  5.7596482E-01,    507,      1,   1030,  2.1282440E-04,  2.0346125E-10,0,1
  5.7664229E-01,    508,      1,   1032,  2.1362880E-04,  2.2009772E-10,0,1
  5.7731975E-01,    509,      1,   1034,  2.1443487E-04,  2.3283597E-10,0,1
  5.7799721E-01,    510,      1,   1036,  2.1524279E-04,  2.4192559E-10,0,1
  5.7867467E-01,    511,      1,   1038,  2.1605276E-04,  1.9645086E-10,0,1
  5.7928407E-01,    512,      1,   1041,  1.8879905E-04,  2.1513680E-10,0,1
  5.7989347E-01,    513,      1,   1043,  1.8222740E-04,  2.2396307E-10,0,1
  5.8050287E-01,    514,      1,   1045,  1.8157762E-04,  2.2782842E-10,0,1
  5.8111228E-01,    515,      1,   1047,  1.8374524E-04,  2.3095481E-10,0,1
  5.8172168E-01,    516,      1,   1049,  1.8652026E-04,  2.0949553E-10,0,1
  5.8233108E-01,    517,      1,   1051,  1.8882504E-04,  2.2032509E-10,0,1
  5.8294048E-01,    518,      1,   1053,  1.9046182E-04,  2.4374458E-10,0,1
  5.8354988E-01,    519,      1,   1055,  1.9165136E-04,  2.2712854E-10,0,1
  5.8415929E-01,    520,      1,   1057,  1.9267410E-04,  2.6921043E-10,0,1
  5.8476869E-01,    521,      1,   1059,  1.9370224E-04,  2.2996982E-10,0,1
  5.8537809E-01,    522,      1,   1061,  1.9477901E-04,  2.3226221E-10,0,1
  5.8598749E-01,    523,      1,   1063,  1.9586548E-04,  2.3510438E-10,0,1
  5.8659689E-01,    524,      1,   1065,  1.9689481E-04,  2.3368329E-10,0,1
  5.8720630E-01,    525,      1,   1067,  1.9780774E-04,  2.0485236E-10,0,1
  5.8781570E-01,    526,      1,   1069,  1.9856701E-04,  2.2498581E-10,0,1
  5.8842510E-01,    527,      1,   1071,  1.9915896E-04,  2.3857449E-10,0,1
  5.8903450E-01,    528,      1,   1073,  1.9959015E-04,  2.2718138E-10,0,1
  5.8964390E-01,    529,      1,   1075,  1.9988337E-04,  2.0895996E-10,0,1
  5.9025331E-01,    530,      1,   1077,  2.0007408E-04,  2.4336444E-10,0,1
  5.9086271E-01,    531,      1,   1079,  2.0020693E-04,  2.0850166E-10,0,1
  5.9147211E-01,    532,      1,   1081,  2.0033180E-04,  2.1513813E-10,0,1
  5.9208151E-01,    533,      1,   1083,  2.0049902E-04,  1.9988899E-10,0,1
  5.9269091E-01,    534,      1,   1085,  2.0075432E-04,  2.3716318E-10,0,1
  5.9330032E-01,    535,      1,   1087,  2.0113383E-04,  2.4330238E-10,0,1
  5.9390972E-01,    536,      1,   1089,  2.0165996E-04,  2.4772429E-10,0,1
  5.9451912E-01,    537,      1,   1091,  2.0233865E-04,  2.2191671E-10,0,1
  5.9512852E-01,    538,      1,   1093,  2.0315849E-04,  2.3446578E-10,0,1
  5.9573792E-01,    539,      1,   1095,  2.0409204E-04,  2.3561408E-10,0,1
  5.9634733E-01,    540,      1,   1097,  2.0509920E-04,  2.2100721E-10,0,1
  5.9695673E-01,    541,      1,   1099,  2.0613242E-04,  2.1651658E-10,0,1
  5.9756613E-01,    542,      1,   1101,  2.0714290E-04,  2.2541258E-10,0,1
  5.9817553E-01,    543,      1,   1103,  2.0808711E-04,  2.0430901E-10,0,1
  5.9878493E-01,    544,      1,   1105,  2.0893242E-04,  2.2100721E-10,0,1
  5.9939434E-01,    545,      1,   1107,  2.0966117E-04,  2.1263435E-10,0,1
  6.0000374E-01,    546,      1,   1109,  2.1027235E-04,  2.1418600E-10,0,1
  6.0061314E-01,    547,      1,   1111,  2.1078085E-04,  2.3462476E-10,0,1
  6.0122254E-01,    548,      1,   1113,  2.1121434E-04,  2.2099700E-10,0,1
  6.0183194E-01,    549,      1,   1115,  2.1160842E-04,  2.1645974E-10,0,1
  6.0244135E-01,    550,      1,   1117,  2.1200102E-04,  2.1757551E-10,0,1
  6.0305075E-01,    551,      1,   1119,  2.1242683E-04,  2.3591618E-10,0,1
  6.0366015E-01,    552,      1,   1121,  2.1291280E-04,  2.1168489E-10,0,1
  6.0426955E-01,    553,      1,   1123,  2.1347520E-04,  2.2998625E-10,0,1
  6.0487896E-01,    554,      1,   1125,  2.1411868E-04,  2.4010660E-10,0,1
  6.0548836E-01,    555,      1,   1127,  2.1483701E-04,  2.1807978E-10,0,1
  6.0609776E-01,    556,      1,   1129,  2.1561535E-04,  2.2503599E-10,0,1
  6.0670716E-01,    557,      1,   1131,  2.1643341E-04,  2.1426039E-10,0,1
  6.0731656E-01,    558,      1,   1133,  2.1726883E-04,  2.2909763E-10,0,1
  6.0792597E-01,    559,      1,   1135,  2.1810033E-04,  2.5177371E-10,0,1
  6.0853537E-01,    560,      1,   1137,  2.1891018E-04,  2.1918822E-10,0,1
  6.0914477E-01,    561,      1,   1139,  2.1968583E-04,  2.1464075E-10,0,1
  6.0975417E-01,    562,      1,   1141,  2.2042058E-04,  2.3212010E-10,0,1
  6.1036357E-01,    563,      1,   1143,  2.2111349E-04,  2.1265834E-10,0,1
  6.1097298E-01,    564,      1,   1145,  2.2176857E-04,  2.4374458E-10,0,1
  6.1158238E-01,    565,      1,   1147,  2.2239367E-04,  2.1159963E-10,0,1
  6.1219178E-01,    566,      1,   1149,  2.2299905E-04,  2.1387159E-10,0,1
  6.1280118E-01,    567,      1,   1151,  2.2359603E-04,  2.3948132E-10,0,1
  6.1341058E-01,    568,      1,   1153,  2.2419564E-04,  2.4556357E-10,0,1
  6.1401999E-01,    569,      1,   1155,  2.2480752E-04,  2.1296742E-10,0,1
  6.1462939E-01,    570,      1,   1157,  2.2543914E-04,  2.2427571E-10,0,1
  6.1523879E-01,    571,      1,   1159,  2.2609522E-04,  2.2791369E-10,0,1
  6.1584819E-01,    572,      1,   1161,  2.2677756E-04,  2.4805091E-10,0,1
  6.1645759E-01,    573,      1,   1163,  2.2748513E-04,  2.3639934E-10,0,1
  6.1706700E-01,    574,      1,   1165,  2.2821441E-04,  2.3916780E-10,0,1
  6.1767640E-01,    575,      1,   1167,  2.2896003E-04,  2.3629809E-10,0,1
  6.1828580E-01,    576,      1,   1169,  2.2971550E-04,  2.1409274E-10,0,1
  6.1889520E-01,    577,      1,   1171,  2.3047400E-04,  2.1668711E-10,0,1
  6.1950460E-01,    578,      1,   1173,  2.3122921E-04,  2.2520696E-10,0,1
  6.2011401E-01,    579,      1,   1175,  2.3197591E-04,  2.0240343E-10,0,1
  6.2072341E-01,    580,      1,   1177,  2.3271054E-04,  2.2740032E-10,0,1
  6.2133281E-01,    581,      1,   1179,  2.3343144E-04,  2.1100277E-10,0,1
  6.2194221E-01,    582,      1,   1181,  2.3413888E-04,  2.0357671E-10,0,1
  6.2255161E-01,    583,      1,   1183,  2.3483485E-04,  2.4374458E-10,0,1
  6.2316102E-01,    584,      1,   1185,  2.3552269E-04,  2.0099478E-10,0,1
  6.2377042E-01,    585,      1,   1187,  2.3620658E-04,  2.2012614E-10,0,1
  6.2437982E-01,    586,      1,   1189,  2.3689095E-04,  2.1391844E-10,0,1
  6.2498922E-01,    587,      1,   1191,  2.3757999E-04,  2.3885871E-10,0,1
  6.2559862E-01,    588,      1,   1193,  2.3827712E-04,  2.0401103E-10,0,1
  6.2620803E-01,    589,      1,   1195,  2.3898470E-04,  2.8081670E-10,0,1
  6.2681743E-01,    590,      1,   1197,  2.3970388E-04,  2.3650859E-10,0,1
  6.2742683E-01,    591,      1,   1199,  2.4043453E-04,  2.2293989E-10,0,1
  6.2803623E-01,    592,      1,   1201,  2.4117544E-04,  2.2282620E-10,0,1
  6.2864563E-01,    593,      1,   1203,  2.4192457E-04,  2.2046187E-10,0,1
  6.2925504E-01,    594,      1,   1205,  2.4267934E-04,  2.3991964E-10,0,1
  6.2986444E-01,    595,      1,   1207,  2.4343704E-04,  2.4720492E-10,0,1
  6.3047384E-01,    596,      1,   1209,  2.4419516E-04,  2.3104807E-10,0,1
  6.3108324E-01,    597,      1,   1211,  2.4495163E-04,  2.2286617E-10,0,1
  6.3169265E-01,    598,      1,   1213,  2.4570505E-04,  2.1679758E-10,0,1
  6.3230205E-01,    599,      1,   1215,  2.4645479E-04,  2.2919266E-10,0,1
  6.3291145E-01,    600,      1,   1217,  2.4720096E-04,  2.1071378E-10,0,1
  6.3352085E-01,    601,      1,   1219,  2.4794436E-04,  2.2062432E-10,0,1
  6.3413025E-01,    602,      1,   1221,  2.4868627E-04,  2.5229285E-10,0,1
  6.3473966E-01,    603,      1,   1223,  2.4942828E-04,  2.2373570E-10,0,1
  6.3534906E-01,    604,      1,   1225,  2.5017211E-04,  2.2009772E-10,0,1
  6.3595846E-01,    605,      1,   1227,  2.5091932E-04,  2.2300384E-10,0,1
  6.3656786E-01,    606,      1,   1229,  2.5167125E-04,  2.0447244E-10,0,1
  6.3717726E-01,    607,      1,   1231,  2.5242881E-04,  2.0577318E-10,0,1
  6.3778667E-01,    608,      1,   1233,  2.5319248E-04,  2.2737368E-10,0,1
  6.3839607E-01,    609,      1,   1235,  2.5396229E-04,  2.2353097E-10,0,1
  6.3900547E-01,    610,      1,   1237,  2.5473786E-04,  2.3896973E-10,0,1
  6.3961487E-01,    611,      1,   1239,  2.5551849E-04,  2.5194691E-10,0,1
  6.4022427E-01,    612,      1,   1241,  2.5630329E-04,  2.2509994E-10,0,1
  6.4083368E-01,    613,      1,   1243,  2.5709130E-04,  2.0220892E-10,0,1
  6.4144308E-01,    614,      1,   1245,  2.5788161E-04,  2.1771029E-10,0,1
  6.4205248E-01,    615,      1,   1247,  2.5867347E-04,  2.0089280E-10,0,1
  6.4266188E-01,    616,      1,   1249,  2.5946637E-04,  2.2610314E-10,0,1
  6.4327128E-01,    617,      1,   1251,  2.6026005E-04,  2.1924507E-10,0,1
  6.4388069E-01,    618,      1,   1254,  2.3025343E-04,  2.0990987E-10,0,1
  6.4449009E-01,    619,      1,   1256,  2.2317596E-04,  1.9364244E-10,0,1
  6.4509949E-01,    620,      1,   1258,  2.3168522E-04,  2.0681876E-10,0,1
  6.4570889E-01,    621,      1,   1260,  2.4673693E-04,  2.0486368E-10,0,1
  6.4631829E-01,    622,      1,   1262,  2.6135293E-04,  2.2072300E-10,0,1
  6.4692770E-01,    623,      1,   1264,  2.7197099E-04,  2.3726443E-10,0,1
  6.4753710E-01,    624,      1,   1266,  2.7799276E-04,  2.0190782E-10,0,1
  6.4814650E-01,    625,      1,   1269,  2.4915000E-04,  2.1600499E-10,0,1
  6.4875590E-01,    626,      1,   1271,  2.4126437E-04,  2.2357050E-10,0,1
  6.4936530E-01,    627,      1,   1273,  2.4868692E-04,  2.0831159E-10,0,1
  6.4997471E-01,    628,      1,   1275,  2.6308956E-04,  2.5734614E-10,0,1
  6.5058411E-01,    629,      1,   1277,  2.7739649E-04,  2.2384317E-10,0,1
  6.5119351E-01,    630,      1,   1279,  2.8760380E-04,  2.2244784E-10,0,1
  6.5180291E-01,    631,      1,   1282,  2.6153907E-04,  2.3510438E-10,0,1
  6.5241231E-01,    632,      1,   1284,  2.5396681E-04,  2.4018343E-10,0,1
  6.5302172E-01,    633,      1,   1286,  2.5994238E-04,  2.1168489E-10,0,1
