Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0,-3.586E-03, 2.155E-01, 7.260E-02, 3.800E-01, 5.464E-01, 1.842E-01, 3.446E-01, 1.372E-04, 8.076E-02, 0.000E+00, 7.345E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.828E+00
