Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0,-3.045E-03, 2.179E-01, 7.521E-02, 3.860E-01, 7.806E-01, 1.905E-01, 3.567E-01, 1.319E-04, 8.688E-02, 0.000E+00, 7.589E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.099E+00
